garment_id,csv_article_type,csv_product_name,raw_materials_care_desc,raw_description_text,source_conflict_detail,primary_material,material_source,composition_status,scoring_eligibility
58494,Dresses,Tonga Women Purple Dress,"92% rayon, 8% spandex Hand wash cold","Purple knitted dress with short extended sleeves, square neck, panel with gathers at the front, cowled pockets on the sides","structured=['polyester']; detailed_text=['elastane', 'viscose']",viscose,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
28717,Kurtas,W Women Printed Purple Kurta,,"Composition Purple and white printed kurta, made of 100% cotton, has a bucket neck, short sleeves and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations This piece of art by w is designed to accentuate your femininity. Look stylish in this casual top and revel in the comfort of the soft fabric. Pair it with denims and pumps for a casual look. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
33951,Tshirts,ADIDAS Men Cinder Black T-shirt,,"Style Note With this Climalite enabled performance T-shirt, you can conveniently ignore the heat and keep your focus right where it needs to be: on the finish line. A combination of performance fabrics keeps cool air flowing in and heat and sweat flowing out, meaning you can stay dry and comfortable, performing at your peak in even the most heated competition. On a day off, pair it with denims and cool sneakers to look your casual best. Product Details Black polo T-shirt that has short sleeves, short buttoned placket, branding on the right sleeve, stitch detailing, adidas patented three stripes on the left shoulder and a vented hem Material and Care 100% polyester Machine wash cold with like colours using a mild detergent Do not bleach Tumble dry low Cool iron do not iron on decorations Size and Fit Relaxed fit The model (height 6' and shoulders 18"") is wearing a size M",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
58655,Kurtas,ALayna Women Pink Kurta,Blended cotton Hand wash separately in cold water using a mild detergent Flat dry inside out in shade Warm iron,"Pink woven kurta, has a high round neckline with embroidery on the yoke, short sleeves, embroidery all over and side slits",structured=['silk']; detailed_text=['cotton'],,materials_care_desc,named_blend_no_percentages,needs_review
38576,Track Pants,Nike Men Black Breakline Track Pants,,"Style Note Built with the breathability and zero-distraction Fit that athletes demand, these Nike track pants come in a body-friendly design and keep you sweat-free and fresh all day. Team it with t-shirts and track jackets for superior style. Product Details Black full-length track pants, has an elasticated waist with drawstrings, two side pockets, back pocket with velcro closure, toggle straps at the hem, branding at the back and left leg Warranty for manufacturing defects: 6 months (not valid on products with more than 20% discount) Material and Care 100% polyester Machine wash cold with like colours Do not bleach or dry clean Tumble dry low Cool iron do not iron on print/decoration",structured=['cotton']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
42109,Tshirts,ADIDAS Men Black T-shirt,,"Style Note adidas helps you avoid discomfort and keep dry and comfortable. This T-shirt, engineered with Climalite technology, offers you a flattering stylish look. Pair it with a pair of jeans and sports shoes on your day off, or with shorts and Sports shoes when you're hitting the gym. Product Details Black T-shirt, has a round neckline, branding on the left chest and short sleeves with Adidas patented three stripes Material and Care 100% polyester Machine wash cool with like colours using a mild detergent Do not soak, tumble dry, bleach or dry clean Dry in shade Cold iron do not iron on decorations Size and Fit Regular fit The model (height 6' and shoulders 18"") is wearing a size M",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28726,Kurtas,W Women Printed Beige Kurta,,"Composition Beige and purple floral print, made of 100% polyester, has a round neck, cap sleeves with horizontal pin-tucks on the sleeves and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
53429,Kurtas,Alma Women Red Printed Kurta,Cotton Machine wash Wash dark colours separately Dry in shade Warm iron,"Woven red kurta with black print and trims, has a V-neckline, fabric tape detail along the neckline and the placket region, short sleeves and a vented hem",structured=['silk']; detailed_text=['cotton'],cotton,materials_care_desc,single_fibre_claim_unquantified,main_material_proxy_only
59742,Briefs,Avirate Women Black Brief,100% polyamide Hand wash,Black bikini briefs with white embroidery and bow details Netted back 100% cotton gussets,"structured=['elastane', 'nylon']; detailed_text=['cotton', 'nylon']",nylon,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
28721,Kurtas,W Women Printed Beige Kurta,,"Composition Beige floral print kurta made of 100% cotton, has a round neck, short raglan sleeves and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
48495,Trousers,French Connection Women Olive Trousers,100% Cotton Machine wash cold,"Keara linen combat trousers with button and zipped closure, belt loops around the waist, two insert pockets in the front on the sides, two patch pockets in the back, two cargo pockets on the side of the knees",structured=['linen']; detailed_text=['cotton'],cotton,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
49775,Kurtas,Alma Women Maroon Printed Kurta,,"Style Note Pared down to the basics, this kurta from alma is just right for a layered boho chic or a simple off-to-college vibe. Add a splash of colourful jewellery for an interesting dimension. The simple silhouette and the minimal design details will balance the brighter accessories. Product Details Maroon and purple printed kurta with a mandarin collar and a split neckline, three fabric hook and button closure on the yoke, three fourth sleeves and a vented hem Material and Care Blended cotton Machine wash Wash dark colours separately Dry in shade Warm iron Size and Fit Regular fit The model (height 5'8"" and chest 33"") is wearing a size M",structured=['silk']; detailed_text=['cotton'],silk,article_attributes_fabric,single_fibre_claim_unquantified,main_material_proxy_only
44869,Tshirts,Puma Men Black T-shirt,,"Style Note Structured tee from puma for the summer - you can't get cooler (literally and figuratively) than this. Play up the brand's sporty vibe and style this with slim cut cotton trousers and a washed leather jacket. Match the colour of the trousers with the jacket (keep it tonal) and pair this with a no-fuss style pair of sneakers. Product Details Black T-shirt, has a round ribbed neckline, short sleeves, Puma cat print on the chest and branding at the back below the neckline Material and Care 100% cotton Machine wash cold Tumble dry low Use warm iron Size and Fit Regular Fit The model (height 6' and shoulders 18"") is wearing a size M Style Note Structured tee from Puma for the summer - you can't get cooler (literally and figuratively) than this. Play up the brand's sporty vibe and style this with slim cut cotton trousers and a washed leather jacket. Match the colour of the trousers with the jacket (keep it tonal) and pair this with a no-fuss style pair of sneakers. Product Details Black T-shirt, has a round ribbed neckline, short sleeves, Puma cat print on the chest and branding at the back below the neckline Material and Care Shell: 100% cotton, Rib 95% cotton and 5% elastane Machine wash cold Tumble dry low Use warm iron Size and Fit Regular Fit The model (height 6' and shoulders 18"") is wearing a size M","structured=['cotton', 'elastane']; detailed_text=['cotton', 'leather']",cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
40091,Tshirts,ADIDAS Men White T-shirt,,"Style Note Lightweight and stylish, this T-shirt from adidas is comfortable and looks great. This T-shirt will keep you cool on a hot day and can be paired with denim shorts and canvas shoes for a sporty look on a day out. You can throw on a denim jacket if the temperature drops. Product Details White round neck T-shirt, engineered with Climacool technology, has short blue raglan sleeves with Adidas 3-Stripe running from the shoulder to the sleeve end, mesh paneling at the sides to wick away sweat and fluorescent printed branding on the chest centre Material and Care 100% polyester Machine wash warm with like colours using a mild detergent Do not soak, tumble dry, bleach, iron or dry clean Dry in shade Warm iron do not iron on print or decorations Size and Fit Regular fit The model (height 5'8& rdquo and chest 33"") is wearing a size M",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
30740,Nehru Jackets,Fabindia Men Brown Silk Sleeveless Jacket,,"Composition Brown ethnic jacket made of silk, sleeveless, has a nehru collar with full buttoned placket, two pockets on the lower front and a vented hem Fit Regular Wash care Dry clean only This earthy jacket by fabindia for men is perfect for the artsy intellectual. The superior comfort afforded by the silk fabric and comfortable yet fashionable cut makes this a wardrobe essential. Pair this with colourful cotton trousers to go all out and make a colour block statement. For the more conservative, pair it with simple form fitting denims and sandals. Model statistics The product is a size M on a model of height 6' and shoulders 18""",structured=['cotton']; detailed_text=['silk'],,article_attributes_fabric,named_blend_no_percentages,needs_review
59743,Briefs,Avirate Pink Brief,100% polyamide Hand wash,Pink bikini briefs with black embroidery and bow details Netted back 100% cotton gussets,"structured=['elastane', 'nylon']; detailed_text=['cotton', 'nylon']",nylon,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
28718,Kurtas,W Women Printed White Kurta,,"Composition White and teal floral print kurta, made of 100% cotton, has a round neck with a slit neckline, three quarter sleeves, buttoned chest placket, pin-tucks on either side of the placket and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28727,Kurtas,W Women Printed Cream Kurta,,"Composition Cream and red floral print kurta made of 100% cotton, has a round neck with keyhole opening with a buttoned closure, short sleeves and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
52507,Baby Dolls,Red Rose Black Nightdress,"Blended nylon net fabric Hand wash, drip dry in shade Do not wring, iron, bleach Wash dark colours separately","Black semi sheer nightdress, has a V-neckline, is sleeveless, ruffles on the front and is open at the front Comes with a black bikini brief",structured=['polyester']; detailed_text=['nylon'],,materials_care_desc,named_blend_no_percentages,needs_review
42108,Tshirts,ADIDAS Men Blue T-shirt,,"Style Note adidas helps you avoid discomfort and keep dry and comfortable. This T-shirt, engineered with Climalite technology, offers you a flattering stylised look. Pair it with a pair of jeans and sports shoes on your day off, or with shorts and Sports shoes when you're hitting the gym. Product Details Blue T-shirt, has a round neckline, Adidas patented three stripes on the shoulders and arms and branding on the left chest Material and Care 100% polyester Machine wash cool with like colours using a mild detergent Do not soak, tumble dry, bleach or dry clean Dry in shade Cold iron; do not iron on decorations Size and Fit Regular fit The model (height 6' and shoulders 18"") is wearing a size M",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28711,Kurtas,W Women Printed White Kurta,,"Composition White and magenta floral print sleeveless kurta made of 100% cotton, has a collar with a slit neckline, buttoned chest placket, horizontal pin-tucks on either side of the placket and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28729,Kurtas,W Women Printed Cream Kurta,,"Composition Cream and green printed kurta made of 100% cotton, has a U-neck, short sleeves, buttoned chest placket and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
52500,Baby Dolls,Red Rose Purple Nightdress,"Blended nylon net fabric Hand wash, drip dry in shade Do not wring, iron, bleach Wash dark colours separately","Purple semi sheer halter neck nightdress, has a V-neckline and flower detail on the front Comes with a purple bikini brief",structured=['polyester']; detailed_text=['nylon'],,materials_care_desc,named_blend_no_percentages,needs_review
57086,Skirts,Elle Women Pink Vintage Skirt,100% Ramie Machine wash delicate,"Dusky pink short skirt, has layered ruffles, belt loops around the waist, concealed zipper at the back and lining",structured=['linen']; detailed_text=['ramie'],ramie,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
28716,Kurtas,W Women Printed Beige Kurta,,"Composition Beige printed kurta made of 100% cotton, has a U-neck and pin-tucks that start at the chest and flare at the midriff Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"" and chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28734,Kurtas,W Women Printed Cream Kurta,,"Composition Cream kurta with a shaded effect in brown made of 100% cotton, has a round neck with a keyhole opening and a buttoned closure, short sleeves and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
50047,Bra,Hanes Women Beige Moulded Tee Shirt Bra,"Cup, back, strap, inner side frame lining: 82% nylon, 18% spandex Centre front and strap extension lining: 100% nylon Cup linings: 100% polyester Cup pad: 100% polyurethane foam Hand wash warm","Beige moulded T-shirt bra with ultra-smooth seamless cups which are invisible underneath clothing ComfortSoft sturdy straps stay in place Moulded, contour, wireless cups shape and support the breasts with all-over flexible, light foam padding for modesty Hook and eye closure Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)","structured=['cotton']; detailed_text=['elastane', 'nylon', 'polyester', 'polyurethane']",nylon,materials_care_desc,role_specific_or_multi_part_composition,needs_role_review
28733,Kurtas,W Women Printed Green Kurta,,"Composition Green and white printed kurta, made of 100% cotton, has a boat neck, short raglan sleeves, pin-tucks on either side of the chest and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
10764,Tshirts,Puma Men Bts Black Tshirts,,"Composition Black round neck t-shirt made of 100% polyester, that has ribbing around the neckline and tape detailing on the inseam, short sleeves, white mesh panel insert on the front and on the left sleeve and embroidered cat logo on the upper right chest Fitting Regular Wash care Gentle machine wash in lukewarm water Use mild detergent Do not tumble dry, bleach or dry clean Use warm iron Bold and stylish, this black T-shirt from puma is perfect for everyday wear. The mesh inserts on the front allow for greater ventialtion and also added style, while the embroidered cat logo adds to the brand appel. Team this with jeans or tracks and cool sports shoes for a great casual look. Model statistics The model wears size M in t-shirts Height-6', Shoulders-18""",structured=['cotton']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
1591,Shorts,Kipsta Men Red Shorts,,"Composition Red shorts made of 100% polyester, with soft elastic waist, adjustable drawcord at waist and branding on right hip Fitting Comfort Wash care Hand wash or machine wash at 40 degrees Comfort in small size, this pair of shorts is a great summer wear. Stylish and comfortable, the polyester fabric wicks away sweat, providing you with dry and fresh comfort and allowing your body to breathe freely. While the elasticated waist sits snug, the drawcord allows you to customise the Fit, making it a perfect wear for indoor and outdoor Sports, as well as for casual and relaxing occasions.","structured=['cotton']; detailed_text=['elastane', 'polyester']",polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
33720,Leggings,Pieces Women Green Leggings,93% Polyamide 7% Elastane Machine wash cold Do not iron,"Green, stretchable leggings, elasticated at the waist and ankles","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
28705,Kurtas,W Women Printed Peach Kurta,Wash dark colours separately Do not bleach Dry inside out in shade Warm iron,"Peach printed sleeveless kurta made of 100% cotton, has a round neck, pleat detail at the shoulder and a vented hem",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
13781,Trousers,Belmonte Men Solid Grey Trousers,,"Composition Grey trousers made of poly-viscose blend, that has flat front with two insert pockets on the sides, two welt pockets on the back with buttoned closures, plastic zipper and button closure on the front, loops on the waist to secure a belt and extended hems that can be trimmed to suit the wearer's height Fitting Regular Wash care Machine wash gentle Wash dark colours separately Do not bleach or wring Avoid soaking, remove promptly Line dry inside out in shade Warm iron only Do not iron directly on prints or embellishments Upgrade your sophisticated style with these grey pants from belmonte. The poly-viscose blend fabric keeps you feeling fresh and comfortable all day, while the classic cut of the trousers make it perfect for formal and semi-formal wear. Team these with slim fit shirts and leather shoes for a well groomed look. Model statistics The model wears trousers, length of 44"" Height-6.3”, Waist – 32”","structured=['cotton']; detailed_text=['polyester', 'viscose']",cotton,article_attributes_fabric,single_fibre_claim_unquantified,main_material_proxy_only
28702,Kurtas,W Women Printed Grey Kurta,Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations,"Grey sleeveless kurta with purple and green floral print, made of 100% cotton, has a V-neck and slit side seams",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
6785,Jackets,Timberland Men Falmouth Cycling Jac Red Jacket,,"Composition Ripstop jacket in 100% nylon, two front zip side pockets, chest zip pocket on left side, broad storm flap at centre placket, hood with brim and inner bungee cord keeps out rain and wind, understated timberland logos at left chest, right sleeve and upper back, hook-and-loop tabs at cuffs Fitting Regular Wash care Machine wash in cold water Wash dark colours separately Use only non-chlorine bleach when needed Tumble dry normal at low heat Warm iron when needed Dry cleanable timberland's Waterproof Ripstop Jacket uses coated ripstop nylon, an adjustable hood with long brim and storm flaps to help keep you dry through sudden rainstorms. Three zippered pockets will keep your trail mix, wallet and compass safe and dry, and ripstop nylon won't rip even if a wayward branch or sharp rock sneaks up on you during your outdoor adventures. Model statistics The model wears size M in jackets Height-6', Shoulders-18""",structured=['cotton']; detailed_text=['nylon'],nylon,description,exact_single_fibre_percentage,eligible_exact_single_fibre
43056,Tshirts,Nike Men Black Speed Cricket T-shirt,,"Style Note Designed for your training needs, this nike T-shirt is made of polyester fabric with Dri-Fit technology to offer absolute sweat-free, fresh comfort. Such properties make it ideal not just for training, but playing any sport even on a hot day. Team this with performance shorts and sports shoes or track pants and floaters for unparalleled cool. Product Details Black and fluroscent green T-shirt with round neck, perforations along the sides and the back for breathability and has a Nike swoosh on the left shoulder Material and Care 100% polyester Machine wash separately in cold water using a mild detergent Do not bleach Tumble dry low Cool iron; do not iron on decorations Size and fit Regular fit",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
10365,Dresses,United Colors of Benetton Women Short Black Dresses,,"Composition Black round neck short dress made of 70% modal and 30% polyester, with full arm sleeves, electropleats along the front and has a waist belt Fitting Comfort Wash care Delicate machine wash at 30 degrees using mild detergent Do not dry clean Do not tumble dry, wring, scrub or bleach Dry flat in shade Warm iron Do not iron directly on print/embroidery Flaunt your feminity in style with this black dress from united colors of benetton. The electropleats and belt redefine your feminine side with much elan. Pair this with heeled sandals and long earrings for a chic look. Model statistics The model wears size M in dresses Height-5.8"", Chest-33""","structured=['cotton']; detailed_text=['modal', 'polyester']",modal,description,exact_blend_percentages,known_blend_pending_policy
15617,Tshirts,Nike Women Trainng Lavender T-shirt,,"Composition Lavendar T-shirt made of 100% polyester, is engineered with Dri-Fit technology, has a V-neck, short sleeves, and graphic print on the front Fitting Comfort Wash care Machine wash cold with like colours Do not dry clean or bleach Tumble dry low Warm iron Go by the graphic print and Just Do It with this T-shirt from nike. Crafted from soft polyester fabric and engineered with Dri-Fit technology, this T-shirt offers exemplary dry comfort, making it a great everyday wear for your healthy runs and casual days. Team this tee with jeans and running shoes for a sporty look. Add on a hooded sweatshirt for exemplary comfort during winters.",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
59735,Briefs,Avirate Pink & Black Brief,100% nylon Hand wash,"Pink and black brief with elasticated waistband, lace detail and flower detail on the front 100% cotton gussets","structured=['elastane', 'nylon']; detailed_text=['cotton', 'nylon']",nylon,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
59732,Shapewear,Avirate Black Wired Corset Shapewear,"94% nylon, 6% spandex Hand wash","Black netted corset Padded and under-wired cups with red trims above the cups Adjustable straps, panelled front, boned at the sides Hook closure at the back","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
7635,Track Pants,Puma Men Black Track Pant,100% cotton Machine-wash,"Black solid track pants, has an elasticated waistband, two insert pockets",structured=['polyester']; detailed_text=['cotton'],cotton,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
44874,Tshirts,Puma Men Navy Blue T-shirt,,"Style Note This T-shirt from puma comes equipped with moisture management technology to help you keep going strong in the gym and on the field while not having to worry about sweating. Stylish, this T-shirt also does well for the fashion conscious dresser. Product Details Navy blue T-shirt, has a round neckline, raglan short sleeves, piping around the arm holes and branding on the left chest Material and Care 100% polyester Machine wash warm Tumble dry low Use cold iron Size and Fit Regular Fit The model (height 6' and shoulders 18"") is wearing a size M",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
40078,Tshirts,ADIDAS Men Navy Blue T-shirt,,"Style Note adidas helps you avoid discomfort and keep dry and comfortable. This T-shirt, engineered with Climacool technology, offers you a flattering stylised look. Pair it with a pair of jeans and sports shoes on your day off, or with shorts and Sports shoes when you're hitting the gym. Product Details Dark blue T-shirt, has a round neckline, short sleeves with patented Adidas three stripes, branding on the chest and mesh and black panelling on the sides Material and Care 100% polyester Machine wash cool with like colours using a mild detergent Do not soak, tumble dry, bleach or dry clean Dry in shade Cold iron do not iron on decorations Size and Fit Regular fit The model (height 6' and shoulders 18"") is wearing a size M",structured=['viscose']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28703,Kurtas,W Women Printed Pink Kurta,,"Composition Pnk and blue printed kurta made of 100% cotton, has a V-neck, short raglan sleeves and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
58646,Kurtas,ALayna Women Printed Grey Kurta,Blended cotton Hand wash separately in cold water using a mild detergent Flat dry inside out in shade Warm iron,"Grey printed woven kurta, has a U-neckline with mirror work and pintucks on the yoke, short sleeves with white piping on the cuffs and paneling at the hem",structured=['silk']; detailed_text=['cotton'],,materials_care_desc,named_blend_no_percentages,needs_review
31423,Kurtas,W Women Cream Kurta,,"Style Note Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with W's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details White kurta made of 100% cotton, has a U-neck, short sleeves, and print above the hem Material and Care 100% cotton Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron do not iron on decorations Size and Fit Regular fit The model (height 5'8"" and chest 32"") is wearing a size M",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28704,Kurtas,W Women Printed Lavender Kurta,,"Composition Lavender floral print kurta made of 100% cotton, has a V-neck, short sleeves and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28732,Kurtas,W Women Printed Green Kurta,,"Composition Green and pink floral print kurta made of 100% cotton, has a U-neck, short sleeves, buttoned chest placket and slit side seams Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron; do not iron on decorations Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"", chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
33721,Leggings,Pieces Women Peach Leggings,93% Polyamide 7% Elastane Machine wash cold Do not iron,"Peach, stretchable leggings, elasticated at the waist and ankles","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
28735,Kurtas,W Women Printed Brown Kurta,,"Composition Brown and teal printed kurta made of 100% polyester, has a V-neck, short raglan sleeves and a vented hem Fit Regular Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with w's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Model statistics The product is a size 8 on a model of height 5'8"" and chest 33""",structured=['silk']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
